"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ror-structure-interne","ror-structure-interne","","","",0,*,"","","","","Structure interne (service) dans le contexte ROR","Spécialisation ROR de la StructureInterne du MOS. Service, unité ou département au sein d'un pôle.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
